1,2139,5.0,964982791
15,1200,5.0,1510572775
19,1625,4.0,965710871
23,7123,4.5,1107164119
29,3578,5.0,1362016881
39,1215,5.0,974789432
42,3646,3.0,996213160
45,1377,2.0,951170693
45,3897,3.0,1020801977
57,208,1.0,969754810
57,3643,4.0,969754552
59,648,5.0,953609356
64,1907,4.0,1161566450
64,6711,4.0,1161520401
66,7090,4.0,1097803964
83,8014,3.5,1333842226
84,1299,5.0,858772673
86,4901,4.0,1344204970
89,26183,5.0,1520409340
89,33830,4.5,1520409325
91,736,2.5,1112711143
105,2324,3.5,1446571537
127,4226,2.0,1263527337
136,161,4.0,832449222
140,4880,4.0,1036408891
151,842,3.0,855948120
160,1222,4.0,971113496
178,3996,4.0,1164355024
182,2395,3.5,1054779653
182,2769,2.0,1063284683
182,5266,2.5,1063648979
187,1274,4.0,1161849683
187,5954,3.5,1161849602
189,91529,3.5,1439465147
191,496,5.0,829760898
198,266,4.0,1034135187
202,593,5.0,974912341
213,1291,4.0,1316196838
220,2997,5.0,1241812772
239,2001,3.5,1221158988
249,1619,3.5,1356277416
259,1356,0.5,1146845349
298,58162,1.5,1466277912
300,1172,5.0,1425351831
304,1587,2.0,891173614
304,2567,4.0,929868483
305,106072,3.5,1460563889
307,49314,3.0,1192631788
328,608,5.0,1494210682
328,4995,0.5,1494211137
332,3091,4.5,1352674265
336,50,5.0,1120568496
356,1265,4.0,1229140015
358,902,4.0,1339546344
410,3928,5.0,990910239
414,1909,3.0,961514958
414,3499,4.0,962371795
428,648,2.5,1111524347
448,91273,1.5,1347100087
458,349,5.0,845651650
487,6711,3.0,1428574255
509,58025,2.5,1435994848
509,99114,4.0,1435993779
522,79006,4.5,1325711168
542,1246,5.0,1163387642
554,2857,2.0,944898992
560,1641,3.5,1469653066
561,103339,2.0,1491091733
575,2560,3.0,926510444
580,1921,4.5,1167861749
594,592,4.5,1109036549
596,68157,3.0,1535627202
599,2353,2.5,1498516269
600,543,2.5,1237851366
601,152081,4.5,1521398260
603,502,2.0,963177872
603,1339,4.0,953925705
603,1754,3.0,963177670
603,2304,4.0,963176251
606,1243,4.0,1171825229
606,1281,4.0,1171501168
606,2657,4.0,1171501673
609,590,4.0,847220802
610,4343,3.0,1493845516
610,59315,4.0,1493844870
18,53129,3.0,1521323641
19,500,2.0,965706636
19,830,2.0,965707016
21,101864,4.5,1427558933
27,1197,5.0,965150190
28,60943,4.5,1234336526
35,39,3.0,830939546
42,3755,5.0,996213058
45,3087,3.0,950724777
64,5418,3.5,1161520694
79,307,4.0,975281591
86,2411,3.5,1343944869
86,79132,4.0,1344082554
91,5479,4.0,1112716967
99,413,3.0,829828005
103,59615,2.5,1431969635
132,2076,3.0,1157923640
153,1258,3.0,1525550826
177,3793,4.5,1435524208
177,55052,3.5,1435525378
182,1544,3.5,1055153656
187,39427,4.0,1180301554
189,593,4.0,1439465116
198,3448,5.0,1034196916
200,45517,3.0,1229887508
213,51662,3.5,1316196753
230,1347,1.0,1196304165
263,224,4.0,941591735
266,2115,4.0,945670386
288,1093,4.0,976122034
298,4223,2.5,1447598312
298,45720,2.5,1447598610
307,597,3.0,1186160989
307,1042,2.5,1186162407
309,2019,5.0,1126148696
357,2028,4.5,1348612063
360,1617,5.0,884997491
367,923,5.0,997812715
376,5378,4.5,1364994701
382,131934,1.0,1515163786
393,8798,4.0,1430506610
425,1527,4.5,1106483398
425,76251,3.5,1273951155
436,356,4.0,833530134
442,1231,1.0,1331560577
448,383,2.0,1324313611
448,155659,4.0,1490814265
462,4605,2.0,1123890782
465,1089,5.0,959895993
470,719,3.0,849843318
474,2018,3.0,983032248
474,7080,3.5,1082311136
479,5568,2.0,1039362916
484,551,4.0,1342295041
512,595,4.0,841449258
517,68793,3.0,1487957778
524,185,3.0,851608818
543,637,5.0,1230602075
551,103042,4.0,1504926167
554,307,5.0,944902251
559,186,3.0,845476065
560,68157,4.0,1469652473
